 # Namespace(batch_size=256, data_dir='cifar-data', dataset='MNIST', model='cnn_small', epochs=20, lr_schedule='cyclic', lr_max=0.003, attack='none', eps=10.0, attack_iters=10, pgd_train_n_iters=10, pgd_alpha_train=2.0, fgsm_alpha=1.25, minibatch_replay=1, weight_decay=0.0005, attack_init='zero', fname='plain_cifar10', seed=0, gpu=0, debug=False, half_prec=False, grad_align_cos_lambda=0.0, eval_early_stopped_model=False, eval_iter_freq=50, n_eval_every_k_iter=256, n_layers=1, n_filters_cnn=4, batch_size_eval=256, n_final_eval=1000)
 Epoch,Train loss,Train acc clean,Train acc PGD, Test acc clean,Test acc FGSM,Test acc PGD,Learning Rate, Training time,Time elapsed
 14,0.0224,0.9937,0.9414,0.9883,0.9531,0.9453,0.001741,0.02,172.04
 14,0.0169,0.9954,0.9258,0.9883,0.9492,0.9414,0.001688,0.01,175.10
 14,0.0202,0.9944,0.9414,0.9844,0.9531,0.9492,0.001635,0.01,178.22
 14,0.0247,0.9920,0.9375,0.9922,0.9570,0.9297,0.001581,0.01,181.35
 14,0.0264,0.9915,0.9375,0.9922,0.9453,0.9414,0.001528,0.01,183.82
 15,0.0189,0.9938,0.9453,0.9922,0.9414,0.9375,0.001474,0.01,186.21
 15,0.0193,0.9942,0.9492,0.9922,0.9648,0.9570,0.001421,0.02,188.32
 15,0.0198,0.9942,0.9531,0.9922,0.9531,0.9453,0.001368,0.01,190.41
 15,0.0192,0.9938,0.9414,0.9961,0.9648,0.9414,0.001314,0.01,192.60
 15,0.0207,0.9936,0.9570,0.9883,0.9375,0.9375,0.001261,0.03,195.74
 16,0.0156,0.9961,0.9414,0.9922,0.9531,0.9492,0.001207,0.01,199.44
 16,0.0147,0.9961,0.9336,0.9883,0.9727,0.9648,0.001154,0.01,202.78
 16,0.0197,0.9939,0.9375,1.0000,0.9453,0.9414,0.001100,0.02,205.88
 16,0.0183,0.9947,0.9336,0.9922,0.9648,0.9570,0.001047,0.01,208.53
 17,0.0092,0.9993,0.9492,0.9883,0.9531,0.9453,0.000994,0.02,210.97
 17,0.0124,0.9974,0.9531,0.9922,0.9609,0.9570,0.000940,0.01,213.05
 17,0.0118,0.9969,0.9336,0.9922,0.9570,0.9531,0.000887,0.01,215.21
 17,0.0099,0.9976,0.9531,0.9922,0.9648,0.9609,0.000833,0.02,217.30
 17,0.0159,0.9949,0.9453,0.9922,0.9492,0.9492,0.000780,0.00,220.34
 18,0.0109,0.9973,0.9219,0.9922,0.9531,0.9336,0.000726,0.02,223.93
 18,0.0106,0.9977,0.9453,0.9883,0.9570,0.9453,0.000673,0.01,227.00
 18,0.0085,0.9980,0.9453,0.9883,0.9688,0.9570,0.000620,0.02,230.44
 18,0.0109,0.9970,0.9570,0.9922,0.9648,0.9531,0.000566,0.01,233.21
 18,0.0134,0.9965,0.9453,0.9961,0.9531,0.9492,0.000513,0.01,235.30
 19,0.0081,0.9980,0.9297,0.9922,0.9609,0.9492,0.000459,0.01,237.73
 19,0.0086,0.9985,0.9609,0.9922,0.9609,0.9570,0.000406,0.01,239.85
 19,0.0070,0.9991,0.9531,0.9922,0.9570,0.9570,0.000353,0.01,241.95
 19,0.0068,0.9992,0.9609,0.9922,0.9570,0.9531,0.000299,0.02,244.67
 20,0.0089,0.9980,0.9414,0.9922,0.9609,0.9570,0.000246,0.03,248.31
 20,0.0065,0.9994,0.9609,0.9922,0.9570,0.9531,0.000192,0.02,251.41
 20,0.0071,0.9991,0.9492,0.9922,0.9609,0.9531,0.000139,0.01,254.59
 20,0.0060,0.9992,0.9492,0.9922,0.9609,0.9570,0.000085,0.01,257.80
 20,0.0056,0.9993,0.9609,0.9922,0.9609,0.9570,0.000032,0.01,260.02
